ov,Last updated (DD/MM/YY),Expiry Date?,Name,Service Type,Additional/other (separate each type with a semi-colon),"Details (who, what, when, where, why)",Region,City/ Town,Address,Post Code,Phone,URL,Email,Hours,Volunteer need?
,Birmingham Team Doing This,,ESF - European Social Fund,Advice & Support,Children & Young People; Employment/ Training/ Volunteering,"The ESF is Europe’s main instrument for supporting jobs, helping people get better jobs and ensuring fairer job opportunities for all EU citizens. It works by investing in Europe’s human capital – its workers, its young people and all those seeking a job.The ESF is not an employment agency – it does not advertise jobs. Rather, it is funding tens of thousands of local, regional and national employment-related projects throughout Europe: from small projects run by neighbourhood charities to help local disabled people find suitable work, to nationwide projects that promote vocational training among the whole population.",National,Nationwide,,,00800 6 7 8 9 10 11,http://ec.europa.eu/esf/home.jsp,,,
,,,Ethiopean Women's Group,Advice & Support,"Education; Social (clubs, groups)","Through projects such as access to education and employment, social gatherings and family learning programmes which increase skills, knowledge and confidence EWEG empowers these women.",London,London,"Ethiopian Women’s Empowerment Group
116 Bramley Road,
Latymer Christian Centre,
London – UK
W10 6SU",W10 6SU,0208 969 2608,http://www.eweg.org.uk/,info@eweg.org.uk,,
Fatema Bangee (Michelle Lam),24/07/17,,Evelyn Oldfield Unit,Education,Women; Advice & Support; Legal,"The EOU provides a variety of services to Black, Asian, minority, ethnic, and refugee (BAMER) individuals, including: mentoring schemes for students, courses for new or early English learners, pro bono legal advice. They also offer tools and resources aimed at empowering Refugee Migrant Community Organisations (RMCOs) membership organisations, which include: accredited research courses to develop evidence-based planning and research for influence; capacity building workshops for groups working with vulnerable women and financial management training for small organisations. Email before attending",London,London,"Evelyn Oldfield Unit
Resource for London
356 Holloway Road
London",N7 6PA,020 7697 4100,http://evelynoldfield.co.uk/,info@evelynoldfield.co.uk,Monday-Friday: 09.00-17.00,
"Brigid Yates to call (AC, 12/09)",,,Federation Of Iraqi Refugees,,,Very little info available on English version of website. Spreads information about news regarding refugees and runs campaigns. Charity number: 1092340. ,,,?,,7856032991,http://federationifir.com/, ifri.web@gmail.com,,
,Jul-16,N/A,Freedom From Torture,Advice & Support,"Advocacy; Social (clubs, groups); Healthcare/ Mental Health / Disability","Freedom From Torture provides direct clinical services to survivors of torture who arrive in the UK, as well as striving to protect and promote their rights. Referrals for clinical services can be made by survivors themselves, or by a professional.",National,London,"111 Isledon Road, London",N7 7JW,020 76977777,http://www.freedomfromtortue.org,Various regional email addresses listed on website: https://www.freedomfromtorture.org/webform/7807,N/A,N/A
Michelle Lam,29/07/17,,Friends Of Conakry Refugee School,Education,,"Provide support, funding and resources for a refugees from Sierra Leone and Liberia in a school in Guinea",West Midlands,Shropshire,"Gretton Mill, Cardington, Shropshire  
",SY6 7HZ,01694 771686,http://fcrs.org.uk/,info@fcrs.org.uk,,
,Jul-16,N/A,Gatwick Detainees Welfare Group,Advice & Support,Befriending,The group provdes emotional and practical support through volunteer visits to asylum seekers and immigration detainees held at Tinsley House and Brook House removal centres near Gatwick Airport.,South East,Crawley,"The Orchard, 1-2 Gleneagles Court, Brighton Road",RH10 6AD,01293 657070,http://www.gdwg.org.uk,info@gdwg.org.uk,N/A,N/A
Michelle Lam,28/07/17,,Gheez Rite Chaplaincy Community Association ,Education,Faith,"provision of a supplementary school for Eritrean children to enable them to learn their mother tongue, Tigrinya, and retain their cultural heritage and identity; mainly religious - Sunday school, prayer meetings etc.",London,West London,"
85 Old Oak Common Ln, London 
",W3 7DD,020 7025 1594 ,http://catholicgheez.org/,info@grcca.org.uk,,
Tom Shaw (Michelle Lam),25/07/2017,,Gingerbread,Family,"Advice & Support; Education; Employment/ Training/ Volunteering; Social (clubs, groups)","Gingerbread supports single parents. They offer a helpline and online advice and their training programmes (Mark and Start, Talent Match) help develop skills to get a job that fits with the family. If the caller does not speak English as a first language, they can offer a call back with an interpreter.",London,North London - Highgate,"53-79 Highgate Rd, London ",NW5 1TL,020 7428 5420 (General) 0800 652 3166 (Training programmes) 0808 802 0925 (Helpline),https://www.facebook.com/gingerbread?ref=ts,membership@gingerbread.org.uk,"Monday: 10.00-18.00, Tuesday: 10.00-16.00, Wednesday: 10.00-19.00 Thursday: 10.00-16.00, Friday: 10.00-19.00",
,,,Gloucestershire Action for Refugees and Asylum Seekers,Advice & Support,Advocacy; Food; Non-food items; Healthcare/ Mental Health / Disability,Support for those seeking asylum in Gloucestershire,,Gloucester,"111 Barton Street
Gloucester
GL1 4HR",,01452 550528,,info@garas.org.uk ,,
Misha MccGwire (Michelle Lam),27/07/17,,GRACE - Greenwich Refugee Aid and Community Enterprise,Non-food items,Food; Destitution & Debt,"GRACE organises volunteers in the South East of England to help obtain and sort through donations. They also fundraise through organising events as well as selling donations that are left over. They collect donations of clothing, food and other essential supplies from the local community to sort, pack by item & re-distribute for refugees locally and abroad, particularly camps in Greece and France. We network with other established charities and regional groups to share information and work together. ",London,South London Greenwich,"18 Leegate, Lee Green, London","SE12 8SS
",07971 690203,https://www.graceaid.org.uk/,aid@graceaid.org.uk,Wednesday-Friday: 09.30-13.00,
,09/05/2017,,Greater Manchester Immigration Aid Unit,Legal,,"We provide free, confidential and independent specialist legal immigration and asylum advice and representation to people seeking entry or leave to remain in the UK. Drop-in service on Tuesdays from 8am",North West,Manchester,"1 Delaunays Road
Crumpsall
Manchester",M8 4QS,0161 740 7722,http://gmiau.org/,denise@gmiau.org,Monday-Friday: 10.00-16.30,Yes
Kate Erman (Michelle Lam),25/07/2017,,Hackney Community College,Education,,"All students can receive free, confidential and impartial advice on things like: your next step in education or your career, finance, housing, health, immigration, benefit claims, legal problems, sexual health, drugs, staying safe, personal / emotional concerns and other issues. Courses offered include: games design, construction, textile, counselling etc. During the Holidays:
8am-17.00",London,East London - Hackney,"Shoreditch Campus
Falkirk Street
Hackney
London 
N1 6HQ",N1 6HQ,020 7613 9000,http://www.hackney.ac.uk/,info@hackney.ac.uk,"Monday-Thursday: 08.00-19.00, Friday: 08.00-17.00",
Kate Erman (Michelle Lam),25/07/2017,,Hackney Community College,Education,,"All students can receive free, confidential and impartial advice on things like: your next step in education or your career, finance, housing, health, immigration, benefit claims, legal problems, sexual health, drugs, staying safe, personal / emotional concerns and other issues. Courses offered include: games design, construction, textile, counselling etc. During the Holidays:
8am-17.00",London,East London - Hackney,"Shoreditch Campus
Falkirk Street
Hackney
London 
N1 6HQ",N1 6HQ,020 7613 9000,http://www.hackney.ac.uk/,info@hackney.ac.uk,"Monday-Thursday: 08.00-19.00, Friday: 08.00-17.00",
Kate Hyde (Michelle Lam),25/07/2017,,Hackney Community Law Centre,Legal,,"Free and independent legal advice in Hackney. Able to help with: Asylum claims, Asylum support (NASS), Asylum and human rights appeals, Applications for further permission to remain in the UK, Domestic violence, Victims of trafficking, Judicial Review. ",London,East London - Hackney,"Hackney Community Law Centre, 8 Lower Clapton Road, London",E5 0PD,020 8985 8364,https://hclc.org.uk/contact/,form,"Monday: 10.00-13.00, Tuesday: Closed, Wednesday: 10.00-13.00, Thursday: Closed, Friday: Closed, Saturday: Closed, Sunday: Closed ",
Abi Evans (Michelle Lam),25/07/17,,Hackney Migrant Centre,Advice & Support,Legal,"Hackney Migrant Centre opened in April 2008 after it was identified by several sources that there was a need for an advice and support service in Hackney and the local area. Some of these sources include: Hackney Refugee and Migrant Support Group, that has for some years been in contact with, and informally supporting, destitute individuals in need of health access, legal advice and practical support, City and Hackney Primary Care Trust (PCT) that was concerned about asylum seekers failing to access health services, particularly in the light of ambiguities and confusion about their eligibility, Hackney Community Law Centre's immigration and welfare rights advice services who have been seriously oversubscribed for some time, and North London Action for the Homeless and the Hackney Winter Night Shelter have also identified a number of destitute migrants and refugees in need of practical assistance. Arrive before 9am to queue for drop-ins on Wednesday",London,East London - Hackney,"St. Mary's New Church Rooms, Spensley Walk, London",N16 9ES,07504332706,http://www.hackneymigrantcentre.org.uk/,info@hackneymigrantcentre.org.uk,Wednesday: 10.00-16.00,
Kate Hyde (Michelle Lam),25/07/2017,,Hackney Refugee Forum,Advice & Support,,"Hackney Refugee Forum provides advice and assistance for migrant and refugees and signposting on health and social care services. In addition, it provides volunteering opportunities to support refugee, migrant, health and social care organisations. It is a network for refugee groups and various service providers and an umbrella organisation to campaign and raise awareness on refugee issues, their aim being to bring refugee groups together with main stream service providers to better serve our communities’ members in Hackney.  Travel expenses paid for service users.",London,East London - Hackney,"c/o HCVS 24-30 Dalston Lane, London. ",E8 3AZ,0207 923 1962,www.hcvs.org.uk,ali@hcvs.org.uk,Monday-Friday: 10.00-17.00,
Abi Evans (Michelle Lam),25/07/17,,Hackney Ways Into Work (Part of Hackney Council),Employment/ Training/ Volunteering,,"If you live in Hackney and are looking for a job or an apprenticeship, we can help you. Ways into work is a free recruitment service run by the Council. Whether you're just starting out, haven't worked for years or you want to change careers, we can advise you. We can find you the most suitable training and help you apply for the jobs that you want. ",London,East London - Hackney,"2 Hillman Street, Hackney",E8 1RB,0208 356 5700,https://www.hackney.gov.uk/wiw,waysintowork@hackney.gov.uk,,
